,user_name,user_description,text,hashtags,source
1528,Sneaker Dan,Dad. Realist. Sneakerhead. Army vet. Been many places and done many things. 💪 Seeking the best for my community & planet. 🌎,"As a Dodgers fan living in SD, I always root for the @Padres against other teams. #KOTD #sneakerhead https://t.co/B3FHGTd8OS","['KOTD', 'sneakerhead']",Twitter for Android
1529,Josh,Uh ohhhh,@ConceptualJames I love your unwavering commitment to adidas sambas lol,,Twitter for iPhone
1530,Bespectacled Man,"Co-host of @LooseLacesPod. Living legend wearing Cartier and Cazal. I'm annoying. Follow me if you like glasses, shoes, & objectively good hot takes.",I still regret not buying these. Nike used to bless us with Nike ID options. https://t.co/stamh0gCjb,,Twitter Web App
1531,TBlake,Godfather Of Sneaker YouTube | Learn And Earn With Us ↪️ https://t.co/dETr9M5UIZ | Founder @KicksUnderCost @ClothesUndrCost | @LevARcompany Shopify App,"@KicksFinder 🧢 Nike has plenty of wholesale partners for RTV product, this seems unlikely",,Twitter for iPhone
1532,Debra J,,@janintheUSA @Dr1veTru @budweiserusa I have so much respect for your statement and for you.  Most people who resent what Bud and Nike have done are actually accepting and respecting of the LGB community.  It's their overboard tactics that show a patent disregard for real women that have driven the boycott.,,Twitter Web App
1533,Adam Starr,Painter / Photographer 🌹 https://t.co/7ZanfgM3Zl,@phtog_art @Nike good night phtog!,,TweetDeck
1534,Dan Quirk,,"China has https://t.co/Y58M5zG8jU's, and a military not close to our technology and sophistication.Americas delivery systems are dominating just for starters",,Twitter for Android
1535,Cling 2 Reality,"Whiskey, broken-in boots, & loud southern music. 
Fuck narrow minded bigots & Putin apologists. Support 2A but NOT the NRA.
Stuck at 5K
#BlueStarFamily #USAF",@BobSmit4384039 @Nike Thank you for being a strong supporter of cancel culture.,,Twitter Web App
1536,Sojourner,"Faith and family matter the most. Physical therapist, FSU fan, and$ADA holder.",@FSUFootball @Seminoles @SeminolesEQ @SeminoleBooster @nikefootball @Nike @ACCFootball @UniWatch Best uniforms in college football,,Twitter for iPhone
1537,👟 Deadstock Deals 👟,"👟Top Rated Discounts and Sales on Amazon and Limited Sneakers!
👟Early Links for Exclusive Releases!
👟All Links from 100% Authentic Retailers!","Nike Dunk SB High TRD QS Reese Forbes Denim 10 DS 881758-441 Supreme HUF Force 1 | eBay
US $349.99

CLICK FOR DEAL LINK!
https://t.co/pCZOBIPfzV

#TheNorthFace #Nike #adidas #Hypebeast #Amazon #eBay #AmazonDeals #DailyDeals #eBayDeals https://t.co/Ry9ZCh8QBN",,Blog2Social APP
1538,Mary Lou Grier,"Always willing to debate anyone on topics of politics, climate, feminism, gun rights, free speech, Christian nationalism, Senate and Supreme Court.",@teeisme1 @scarlett4kids @jordanbpeterson @Nike There are women in sports who actively lobby their own organizations to address these issues in sports. Competitive advantage in sports is a real concern. Women in prison should also be protected from sexual assault. The rest is just nosy busybodies.,,Twitter for iPhone
1539,Sneaker Shouts™,Sneakers | Restocks | Releases | Deals,"CLOT x Nike Cortez ""Game Royal"" 

BUY HERE: https://t.co/7dG7Xf2fsg https://t.co/A240OImk9Q",,Buffer
1540,ꃃꍟꏸꆂꁒꂑꁹꁍ 🍄 WIDE EYE FEELS = OUT NOW,BECOMING...⚡️ | TEMP CHEK 2023 @younidao | @weheroichearts @headphonehomies,"@LOUNRTRIBE @TELFARGLOBAL @PUMA Damn bro you just really did that shit like it was nothing, you got the movessssssss🔥🔥🔥🔥🔥🔥",,Twitter for iPhone
1541,n,melbourne,i haven’t seen batman without that black nike tech on @ninawitda9 plead ur case,,Twitter for iPhone
1542,Buck.,KB❣️,How does one pendeja get a blister on her foot from Jordans? How?,,Twitter for iPhone
1543,×-Billy Polo 🇺🇲🐬,Living life on All Madden,This reminds me of Jordans with Jumpman logo on it lol. https://t.co/6yVutARQ4q,,Twitter for Android
1544,joKotten Web&Service,"Wir bieten Ihnen Webhosting, Webdesign, Domains, Domainregistrierung und Domainservice aus einer Hand.","Nike Air Jordan 1 Mid Rose Strawberries and Cream Damen Kinder Schuhe EU 37,5/38... https://t.co/5ShA2jjnyA",,Jeans-Herren-Damen
1545,Bestoffshoes,DIVULGUE SUA LOJA: DM 📩,Nike Vintage https://t.co/eknaBpRqex,,Twitter for iPhone
1546,"JL Murphy, JD",I do what I want.,@EndWokeness Those starved youth who are wearing $400 air Jordans. FO,,Twitter Web App
1547,🇩🇴 Nú6,Broward ✈️ Canada 🇨🇦 6th and last account - this Twitter account may or may not have fabricated tweets,I got to stop spending 200+ on shirts and just go wear some Nike,,Twitter for iPhone
1548,JustFreshKicks,"Providing sneaker news, release dates, launch links, restock alerts, leaks & more. Links may be affiliated. Turn notifications ON 🔔","Sizes still available 🍀
Air Jordan 1 High OG 'Lucky Green'

Mens:https://t.co/9aocMyjZxj
GS:https://t.co/LStIEk4RWN
PS:https://t.co/12MEPCIG9B
TD:https://t.co/pVWjmVgh4z https://t.co/AxBQGcmfQ0",,Buffer
1549,Joan of nark,"Feminist, wheest at work but not privately. pronouns#sodoff.",@Aja02537920 @CheezyCubane When will these be on sale?? Poke in the eye for Nike too.,,Twitter for iPhone
1550,Pat Burke 🇺🇸☘️,"@kristinoem should be VP in 2024 Cincinnati Reds, Bengals and Bearcats fan!  #PCGS Member,  I love #Destin #WHODEY #Youngstown",@Mamacita4life Sporting Nike,,Twitter for iPhone
1551,Cole,"#KState Alumni --- Manhattan, KS ▶️Austin, TX: EMAW Forever",Hey @Nike I need these KState jackets https://t.co/L95OCJoik6,,Twitter for iPhone
1552,TERFs ‘r’ us 💃🏻,Computer says no. #IStandWithJKRowling #LetWomenSpeak Pronouns fuck/you,@Flood142 @WomenNike @Nike We are fed up with woke companies using men to promote products for women.,,Twitter for iPhone
1553,David Adam,#Cryptocurrency #Bitcoin #Blockchain #Crypto #DigitalCurrency #Altcoins #HODL #Cryptonews #CryptoTrading #Decentralized #Coinbase #Ethereum #NFTs #BitcoinMining,#Arch #basketball #BLAZEPIZZA #Bronny #BronnyJames #Clothing #Deadspin #Deal #Decades #Hollywood #Inc. #James #KevinHart #LeBronJamesJr. #McDonald’s #NBA #Nike #NIL #OliviaDunne #Sports #Sportsequipment #theNBA #theNBAplayoffs Bronny James got a Hollywood NIL deal ... https://t.co/IZKV3n71Zm,"['Arch', 'basketball', 'BLAZEPIZZA', 'Bronny', 'BronnyJames', 'Clothing', 'Deadspin', 'Deal', 'Decades', 'Hollywood', 'Inc', 'James']",Twitter Web App
1554,jhon salt,,#Arch #basketball #BLAZEPIZZA #Bronny #BronnyJames #Clothing #Deadspin #Deal #Decades #Hollywood #Inc. #James #KevinHart #LeBronJamesJr. #McDonald’s #NBA #Nike #NIL #OliviaDunne #Sports #Sportsequipment #theNBA #theNBAplayoffs Bronny James got a Hollywood NIL deal ... https://t.co/TDyy2YCVMZ,"['Arch', 'basketball', 'BLAZEPIZZA', 'Bronny', 'BronnyJames', 'Clothing', 'Deadspin', 'Deal', 'Decades', 'Hollywood', 'Inc', 'James']",Twitter Web App
1555,Name cannot be blank,,@Rev_Bully @sometweetybird @andystrickland Your original post suggests basketball is not affordable based off high end shoe price. High end being around $200. Hockey high end is CONSIDERABLY higher. So why you trying to compare Jordans to the cheapest 1 piece of hockey gear you found?,,Twitter for Android
1556,Scott Bamsey 🏴󠁧󠁢󠁷󠁬󠁳󠁿,🏴󠁧󠁢󠁷󠁬󠁳󠁿Cymru🏴󠁧󠁢󠁷󠁬󠁳󠁿 Steelworker🔥 Runner - Port Talbot Harriers 🏃‍♂️Swansea City!! #JackArmy 🦢,@GillibrandPeter @Run4Wales @NewportWales262 @UKRunChat @lescroupiersrc @WelshAthletics @runnersworld @Nike @NewportCouncil @Cymraeg Great running Peter 👏🏻👍,,Twitter for iPhone
1557,Athletic Shoes Women,Women's Sneakers. Selected Items. Product Information. Daily Updated (eBay Links),Nike Womens Air Force 1 AF1 Flyknit RARE MID White Ivory Grey Shoes 7.5 Y6 https://t.co/lf2yubqFGo eBay https://t.co/KT1vKajKE4,,dlvr.it
1558,Wholesale Home and Garden Supplies,Wholesale Home and Garden Supplies. Selected Items. Product Information. Daily Updated (eBay Links),Nike Air Max 1 https://t.co/HtZZIuCeen eBay https://t.co/CsusQk7GeN,,dlvr.it
1559,Fan Apparel and Souvenirs,"Fan Apparel and Souvenirs, Sports. Selected Items. Deals. Product Information. Daily Updated. (eBay Links)",Nike 07/08 Atletico Madrid Raul Garcia player supplied long sleeve uniform L SIZ https://t.co/YiFJlE2keE eBay https://t.co/0Z4NK2vJCU,,dlvr.it
1560,KB,Gogeta & Vegito are EQUAL don’t @ me,The limited drop of Air Yeezy 2 Pure Platinum is closing soon. Use my code MT46G and we both get additional entries in the Drop! https://t.co/2HVOmCSZ4Q,,Twitter for iPhone
1561,🗣️ it’s mrs. honey.,yuh.,"@Punished_Niv @charlottew006 My children don’t really wear Jordans, but I certainly won’t have anymore and I discourage anyone I know from having them until they are financially stable. Why are y’all so hellbent on convincing people to have babies?!",,Twitter for iPhone
1562,Greg Schuh 🇺🇸🇨🇦,,@jordanbpeterson @Budweiser @Nike There are some customers not worth having. You can find just such a one if you look into a mirror.,,Twitter for iPhone
1563,✨FMOI thee____x2✨ Thee Marie🤍,Maintaining. 2⃣4️⃣and Mean.,I love a Nike legging,,Twitter for iPhone
1564,Nacho Jesus,"Just a normal dude abiding by and obeying the laws of quantum physics in the multiverse. Also, be nice to me, I have powerful friends so there's that...",@Michaeldoge420 @memesus77 @QuantumFekT @StarshipDock @TheKatsKid1 @IamCelineMarie @ALi3NKAT @tearsintherain1 @watawatadayone @AndreMillaire @Lionelclone1 @PryZmRuleZZ @lottkaren54 @SpadersNFTs @Rajtwittz @DogeAccept @musicphantom69 @jewel_gardener @d1dave123 @dawnheartLRPS @sofakingdoge2nd @kym_head @YeshuaisSavior @PiaPanda96 @PleiadesPlZ @YadiraRussell9 @YOUniverse999 @MaximoBanksy @bugaloo_2 @13dogecoin @boozelee86 @h_artsNcrafts @MarshaW15161057 @codehurtsbrain @elonmusk @Tesla @Tesla_Megapack @Grimezsz @dogecoin @Nike @historydefined @HistoryInPics @NelsonMandela @YourHomeMars @SpaceX Nice merger !!! https://t.co/ZAZlw6vZ7L,,Twitter for Android
1565,mel,,@LT_IsMyRockStar And the adidas striped sneakers 🤩,,Twitter for Android
1566,Stanley,,@BrendanSchaub @RonFunches @PUMA dork,,Twitter Web App
1567,sicklecell_mademe,Me vs Me X sickle Cell #fearlessbehavior follow me on IG @sicklecell_mademe.   follow @itsstevestaples for music and comedy,"Kids 9c-3y 

Accepting orders. 

#kidsshoes #sneakernewsdaily #sneakerhead #adidas #nike #kicks #puma #kickplug #shoeplugg #jordan #yeezy450 #fearlezzfashion #rickandmorty #hypebeast #shoesforkids #kidsshoeplug https://t.co/q3RFaYUCUe","['kidsshoes', 'sneakernewsdaily', 'sneakerhead', 'adidas', 'nike', 'kicks', 'puma', 'kickplug']",Twitter for iPhone
1568,👟 Deadstock Deals 👟,"👟Top Rated Discounts and Sales on Amazon and Limited Sneakers!
👟Early Links for Exclusive Releases!
👟All Links from 100% Authentic Retailers!","ESPO Stephen Powers Story Told Walking Original 1/1 Fine Art Screen Print 24x24 | eBay
US $1499.99

CLICK FOR DEAL LINK!
https://t.co/ufmxqLzgVV

#TheNorthFace #Nike #adidas #Hypebeast #Amazon #eBay #AmazonDeals #DailyDeals #eBayDeals https://t.co/scVAOvmDU9",,Blog2Social APP
1569,Control Logics,"Control Logics is a licensed CPA firm that provides Privacy, SOX compliance and SOC 1 & 2 examination services.","@robertmdaws Hey #Nike, do us a favor please!",['Nike'],Twitter for iPhone
1570,Funsho E. Omojuyigbe,Oko Iya yin.,@ThePakuma Is he with Nike now?,,Twitter for iPhone
1571,BidenSukz,MAGA. PureBlood. LGBFJB. No DMs. IFBP,"Crest and Kind are easy since there better alternatives out there. 

And what idiot would buy it over priced crappy Nike in 2023??! https://t.co/fNH1syb4Nr",,Twitter for iPhone
1572,SNKR_TWITR,"Connecting the Sneaker Community to Footwear, Apparel, Accessories.Tweets may contain affiliate links. Not affiliated with Twitter. Also follow @snkr_links","AD: Nike LeBron 2 'Maccabi' on sale for $135.18 w/code MOMSDAY

Shop -&gt; https://t.co/ynXwQayoUl https://t.co/NDOwt2qf1n",,Twitter for iPhone
1573,We’re Led By “C” Students,,@billmurphy @redsteeze “…starved of opportunities…”. They all have fucking Nike shoes and cell phones! https://t.co/KTaSgwIo9l,,Twitter for iPhone
1574,Modern Notoriety,"Sneakers, Streetwear, Culture | Media inquiries can be sent to: info@modernnotoriety.com","April Skateboards x Nike SB Dunk Low ""Turbo Green"" (2023) 💎🌹

📸: @fuelkicks https://t.co/AL7aNGS806",,LaterMedia
1575,Aru,"Ashes to ashes, corn to corny. We know Aru’s really horny. Banner by @fukou_da_man",@Das20YL do you remember that podcast nike tried doing for like three weeks and then got bored,,Twitter for iPhone
1576,Restock4Sure,"Subscribe for Free °beta°
Push notification with profitable products 👨‍🍳","Courir Restock: Adidas Originals Campus 00S Jaune - Sneakers Homme

🇧🇪: https://t.co/esycdG5cQz
🇪🇸: https://t.co/CbikUEVUm9
🇫🇷: https://t.co/vAYkEgwgXF
🇳🇱: https://t.co/w9EwAs534J

#Sneakers https://t.co/1tz03ykwav",,Restock4S
1577,S4S - Sneakers Restock 💯 FREE Service !,🔎 1st Ultimate Sneakers Finder 🤑👟 Compare +40k products price over 200 Shops | 🗓️ Calendar / 🔗 Links,"Courir Restock: Adidas Originals Campus 00S Jaune - Sneakers Homme

🇧🇪: https://t.co/IDy4mtDKyT
🇪🇸: https://t.co/c6MSKsm1tw
🇫🇷: https://t.co/Lq0QOyjulz
🇳🇱: https://t.co/7dv0bAGGxE

#Sneakers https://t.co/fctWb8J0Bp",,sneaks4sure
1578,Sneaker Drop,"Please read pinned tweet | Sneakers, Apparel, & More | Tag us in your sneaker pics #SneakerDrop 👟 | Sneaker Release Calendar https://t.co/ooYMXVOD1h 📆","ad: Nike SB Zoom Pogo Plus starting at only $54 with FREE shipping

use code MOMSDAY at checkout

BUY HERE -&gt; https://t.co/GNmQR9KXPH https://t.co/dc2JLk51US",,TweetDeck
1579,Essence,"𝓑𝓢𝓝💕𝓡𝓝 💕 𝐿𝒶𝒷𝑜𝓇 𝒶𝓃𝒹 𝒟𝑒𝓁𝒾𝓋𝑒𝓇𝓎 𝒩𝓊𝓇𝓈𝑒 Everything I do is for God, my kids, and Kicks!!",Watching AIR was def nostalgic being a former Nike employee. When we went through rookie camp. You def heard all the stories leading up to the Jordan brand.,,Twitter for iPhone
1580,SULI.,🧩 info@coolforaliving.com,@SoFarTone @Nike Real ones need answers!,,Twitter for iPhone
1581,StockXSupply,"StockX monitor for price updates, deals, and more powered by @TheSiteSupply. Bot available for Discord now! Tweets contain affiliate links","27% ($30) under retail
35% ($43) lower than last sale!
Nike Air Force 1 Low '07 White
Size: 11.5 — Retail: $110
Last sale: $123

BUY NOW ➡ $80
https://t.co/WhOiVzLjZU https://t.co/mpmcs9eGRa",,StockX Deals by SiteSupply
1582,2x Father 🏆🏆 (retired),"A young man that you all know as Joe the Policeman, from the What's Goin Down episode of That's My Mama",These are like the Adidas Crazy 8s of the future https://t.co/09Jd7c3KJM,,Twitter for Android
1583,Lexington United Volleyball,This is the main account for Lexington United Volleyball. We will post all updates here on this page.,Congratulations to 15 Adidas on a hard fought day 3 at JVA Worlds! They come away winning their bracket today! Way to play! https://t.co/eZ4N4dRy28,,Twitter for iPhone
1584,Jorge Omar,Sin tortillas no hay tacos.,"@EvySoto @Dodgers @LosDodgers Son los ""City Connect uniforms"", todos los equipos lo tienen.
What are the City Connect jerseys for?
The Nike MLB City Connect Series launched in 2021 to celebrate the connection between the specific club and its city",,Twitter Web App
1585,Nacho Jesus,"Just a normal dude abiding by and obeying the laws of quantum physics in the multiverse. Also, be nice to me, I have powerful friends so there's that...","@Michaeldoge420 @QuantumFekT @memesus77 @StarshipDock @TheKatsKid1 @IamCelineMarie @ALi3NKAT @tearsintherain1 @watawatadayone @AndreMillaire @Lionelclone1 @PryZmRuleZZ @lottkaren54 @SpadersNFTs @Rajtwittz @DogeAccept @musicphantom69 @jewel_gardener @d1dave123 @dawnheartLRPS @sofakingdoge2nd @kym_head @YeshuaisSavior @PiaPanda96 @PleiadesPlZ @YadiraRussell9 @YOUniverse999 @MaximoBanksy @bugaloo_2 @13dogecoin @boozelee86 @h_artsNcrafts @MarshaW15161057 @codehurtsbrain @elonmusk @Tesla @Tesla_Megapack @Grimezsz @dogecoin @Nike @historydefined @HistoryInPics @NelsonMandela @YourHomeMars @SpaceX Alright folks we are gonna stop here to charge for 2 hours feel free to shop, eat, sleep, explore,  or poop we leave in 2 hrs https://t.co/1uJL4kCIQK",,Twitter for Android
1586,Seller Hub,"I tweet deals that may contain affiliate links. As an Amazon Associate, I earn from qualifying purchases.","Nike Men's #Shox R4 White Metallic #Shoes 104265-131

https://t.co/yMsDFJKNgp","['Shox', 'Shoes']",IFTTT
1587,Sonofhomer 💎,3d blender designer/jewelry designer and a gutter clone owner,@SasanSeyedi @cryptoohomer @W0rmiOo @GutterCatGang @adidas TY Fam this is fire 🔥,,Twitter Web App
1588,ELENIYAN 1 🇳🇬🦅❤️,|Aspiring political leader | Proud Nigerian progressive young turk|Tax consultant| Future billionaire | Lazy Jeen-yhus! Força Barça ♌ 🦁 Isa 45.,Such a disgusting personality. An attestation to the fact that anyone can be corrupted no matter how sterling their reputation is🤮 https://t.co/YwtMJJwUzf,,Twitter for iPhone
1589,oswald cobblepot,seules les nuits blanches peuvent me cerner,@Snazan_Z Nike,,Twitter for iPhone
1590,Jamaal Al-Din (NBA NFL MLB NHL #COVID19),Jamaal Al-Din's Hoops 227 (227's™ YouTube Chili' #NBA) https://t.co/aGbez5npfX https://t.co/AT4RNeTIDh https://t.co/aT3rBo0EYf https://t.co/pfNag7DgBj https://t.co/bg6HbrSbqO,https://t.co/LUcBQAuvx9 BİRLİKTE ANİMASYON SESLENDİRELİM! | Game of 227's YouTube Chili' #Blackpink! Hoops227TV https://t.co/76TWH9Szgg #KPOP!🎶 https://t.co/Ef54vendbG https://t.co/26hZVIC7oF #NIKE'Spicy'Tunes Spicy' NBA Mix! https://t.co/5K3UhWmJkE https://t.co/0pnM4sZbON,['Blackpink'],dlvr.it
1591,Jamaal Al-Din (NBA NFL MLB NHL #COVID19),Jamaal Al-Din's Hoops 227 (227's™ YouTube Chili' #NBA) https://t.co/aGbez5npfX https://t.co/AT4RNeTIDh https://t.co/aT3rBo0EYf https://t.co/pfNag7DgBj https://t.co/bg6HbrSbqO,https://t.co/LUcBQAuvx9 Jungkook दिखे 227's YouTube Chili' #Blackpink! Hoops227TV https://t.co/76TWH9Szgg #KPOP!🎶 https://t.co/Ef54vendbG https://t.co/26hZVIC7oF #NIKE'Spicy'Tunes Spicy' NBA Mix! concert मे😱 | Jungkook Attended… https://t.co/ycI6gN2z5A https://t.co/0pnM4sZbON,"['Blackpink', 'KPOP']",dlvr.it
1592,𝔹𝕚𝕘 𝕂 ,"6 foot woman in a 5 foot world. Sports, politics, shenanigans. Good human that uses bad words. | Opinions are my own. ","@codylusnia I’m also a hardcore Nike person, so they’re definitely different",,Twitter for iPhone
1593,Rob Mancusso,"Proud Jew & Zionist ✡ 🕎🇮🇱
There's an inextricable link between Judaism/Jews & Israel/Zionism. 
If you're against Israel/Zionism, you're against Judaism/Jews!","@academic_la Indeed, I think Isa (Jesus) was wearing a Nike T-shirt and Levi jeans when he was crucified, otherwise it's accurate.",,Twitter Web App
1594,Suzan Gregory,Strongly nelieve animals shoud have more rights and better laws about their treatment.  that there are TOO MANY humans on the planet. there needs to be balance.,"#BudLight #Nike #Hershey
It is NOT anti trans
It IS Pro Women","['BudLight', 'Nike', 'Hershey']",Twitter Web App
1595,Uva cherry 👁️👃🏾👁️‍🗨️🍒🐲🍇 🐉🍓🐉🧃🐉🌺🐢👅🐊,ELYG,Guten Nike boy coming back sleep 😘,,Twitter for Android
1596,Volatility Trading,"Volatility & Options Trading  l  UVXY  VXX  VIX

Proprietary VTS Volatility Barometer

YouTube: https://t.co/prWEjKYZ5b","@KungFuTraderI There's definitely advantages to having multiple different shoes for different purposes, at least 2 pairs if not 3 to match to what you're doing on the run.

Saucony makes awesome shoes, just as good as Nike.  Elite's for race day, Pro 3 and Triumph 20 for training",,Twitter Web App
1597,Dr Pepple,"https://t.co/kG5wAoML3a, MBBCh,https://t.co/H69tezWd6N ,MRCGP,Family Physician🇬🇧|Christian|Investor|Leader.  I help IMGs https://t.co/LDTwsAObC8",New Balance has some very cool kicks . Will really give Nike a great competition.,,Twitter for iPhone
1598,Chelsea ⭐️⭐️,CFC | Fan Page | Transfer Discussions,"@classicJay92 @ChessyHour Exactly, they focused on maybe 4-5 signings when she was the one who was given the names on a sheet not the other way round. 

They never considered how she landed us the Nike deal (60M a year), was the reason Drogba extended in 2008 and convinced RA to give Jose a 2nd chance etc",,Twitter for iPhone
1599,EdCrivAA,"A universe of modern art, battles and demonstration of heroism and fight for equal rights in the world.A woman can be whatever she want

edcrivaa newtokenblock","Nike Air x NFT Mike Air APE

We'll accept the top 100 offers from this sensational release.

https://t.co/n8Fb4TzrQE

@BoredApeYC
@boredape93
@BoredApe6328
@BoredApe6209
@boredape2417
@BoredApeLeo
@boredape8677
@Guido_Corleone

#NFT #bayc #BoredApeYC #BoredApe #nfts #opensea",,Twitter for Android
1600,Kingdom_man_kicks🙏🏾 (Michael),Put on Christ before your Kicks! Product of God’s Grace! Colletor of 👟 & 🧢 #🅿️INdejo #kingdomman,@TheReal_JMillz_ @wilcocarla @nikestore @Nike @KingJames Not a huge lebron guy! But these go hard J!😮‍💨🔥🔥🔥,,Twitter for iPhone
1601,Frank Nix,"Good music, fast cars, and just the right cigars…","@OliLondonTV This is garbage, trying to pander. Boycott AB, any stadium or coliseum that they sponsor, any artists , athletes, or musicians. Stop buying tickets to events in the places they have advertising in and from artists they sponsor. Same with Nike. Stop the money, stop the madness .",,Twitter for iPhone
1602,LargeARFS.eth,Emotional Support Brother I design sound sometimes @sappysounds | Head slicer @sappyslices | not a coward | classy AR F | ACTIVE,@huuep @Nike @Bugatti That’s why I’m on here listening to you and not him ahhah,,Twitter for iPhone
1603,Bee / produk elektronik or kebutuhan pria,,"adidas ORIGINALS Adilette Lite Slides Sneaker FU8298
https://t.co/jX7gNBRHK9
Rp 550.000 https://t.co/BNTDU2pBkc",,ManypageApp
1604,jamaica / produk dapur lucu aesthetic,produk perlengkapan dapur unik,"adidas ORIGINALS Adilette Lite Slides Sneaker FU8298
https://t.co/3oBFXNR1dP
Rp 550.000 https://t.co/BhNjJYF2YS",,ManypageApp
1605,bee 🐝 produk baju lebaran wanita pria,akun affiliate | cek likes untuk thread jualan nya yaa kakk ^^ | klik link dibawah untuk koleksi jualanku,"adidas ORIGINALS Adilette Lite Slides Sneaker FU8298
https://t.co/oH2R6N47Sx
Rp 550.000 https://t.co/pDf0SRVnsh",,ManypageApp
1606,Thomas3120,Retired military Marines 69-70 Army 74-93 MOS915E. Constitutional Conservative GAB @Thomaspeaec3120,Nike Does Something Even Worse Than Bud Light with Latest Move - And Kids Are Involved https://t.co/8ZjO4BCVGK,,Twitter for iPhone
1607,👟 Deadstock Deals 👟,"👟Top Rated Discounts and Sales on Amazon and Limited Sneakers!
👟Early Links for Exclusive Releases!
👟All Links from 100% Authentic Retailers!","Puscifer Toronto 11/8/22 Miles Tsang Foil Screen Print Art Tour Poster #/40 Sigd | eBay
US $369.99

CLICK FOR DEAL LINK!
https://t.co/KiCmca92Yn

#TheNorthFace #Nike #adidas #Hypebeast #Amazon #eBay #AmazonDeals #DailyDeals #eBayDeals https://t.co/o6Z86M7Uo3",,Blog2Social APP
1608,Friar Junkie ✝️🇺🇸 MAGA,"Don’t do it, don’t hit that follow button.","@MdBreathe @DschlopesIsBack @Nike Before I buy anything, I look where it was made. If it says China, I pass.",,Twitter for iPhone
1609,bee 🐝 produk baju lebaran wanita pria,akun affiliate | cek likes untuk thread jualan nya yaa kakk ^^ | klik link dibawah untuk koleksi jualanku,"adidas ORIGINALS AEROREADY Made for Training Cotton-Touch T-Shirt FJ2544
https://t.co/4kF528LCFe
Rp 350.000 https://t.co/cDoAQj51M3",,ManypageApp
1610,Bee / produk elektronik or kebutuhan pria,,"adidas ORIGINALS AEROREADY Made for Training Cotton-Touch T-Shirt FJ2544
https://t.co/1p4Qnkv1f4
Rp 350.000 https://t.co/S1vKoHNx7C",,ManypageApp
1611,jamaica / produk dapur lucu aesthetic,produk perlengkapan dapur unik,"adidas ORIGINALS AEROREADY Made for Training Cotton-Touch T-Shirt FJ2544
https://t.co/wL9vOVtsyz
Rp 350.000 https://t.co/mstQP0ZmY4",,ManypageApp
1612,jake elder,eye test,Still waiting on my call from a Nike rep @Nike https://t.co/YQBkJtcJZr,,Twitter for iPhone
1613,bee 🐝 produk baju lebaran wanita pria,akun affiliate | cek likes untuk thread jualan nya yaa kakk ^^ | klik link dibawah untuk koleksi jualanku,"adidas ORIGINALS Slides adilette Sneaker 280647
https://t.co/tDybgXW1m1
Rp 600.000 https://t.co/FBGKPZ5OHJ",,ManypageApp
1614,jamaica / produk dapur lucu aesthetic,produk perlengkapan dapur unik,"adidas ORIGINALS Slides adilette Sneaker 280647
https://t.co/J6VHImzl40
Rp 600.000 https://t.co/L9BewR6E9o",,ManypageApp
1615,Bee / produk elektronik or kebutuhan pria,,"adidas ORIGINALS Slides adilette Sneaker 280647
https://t.co/jGmF3tcjz6
Rp 600.000 https://t.co/ndXhxp66SW",,ManypageApp
1616,bee 🐝 produk baju lebaran wanita pria,akun affiliate | cek likes untuk thread jualan nya yaa kakk ^^ | klik link dibawah untuk koleksi jualanku,"adidas ORIGINALS T-Shirt Loose adidas Letter H15801
https://t.co/sgNLcaLpUl
Rp 503.500 https://t.co/2DpJ3JfVLD",,ManypageApp
1617,jamaica / produk dapur lucu aesthetic,produk perlengkapan dapur unik,"adidas ORIGINALS T-Shirt Loose adidas Letter H15801
https://t.co/AdeSoAkpfN
Rp 503.500 https://t.co/SvZczHtrdV",,ManypageApp
1618,Bee / produk elektronik or kebutuhan pria,,"adidas ORIGINALS T-Shirt Loose adidas Letter H15801
https://t.co/jDp9NMOk25
Rp 503.500 https://t.co/yRuUI9Ld6v",,ManypageApp
1619,jamaica / produk dapur lucu aesthetic,produk perlengkapan dapur unik,"adidas ORIGINALS Slides adilette Sneaker 288022
https://t.co/Q3DGcwrnVA
Rp 600.000 https://t.co/cdyfKCwuJR",,ManypageApp
1620,JPFajitas,"Love my Detroit Pistons, coffee, and general silliness. Corgi owner!!","I saw #Air this afternoon. Am I the only one who didn’t see the twist coming? I kept waiting for him to sign with Nike, but then he signed with Plerp Shoes. Then the camera panned out to a red Statue of Liberty, and we were in an alternate universe the whole time! Well done.",['Air'],Twitter for iPhone
1621,bee 🐝 produk baju lebaran wanita pria,akun affiliate | cek likes untuk thread jualan nya yaa kakk ^^ | klik link dibawah untuk koleksi jualanku,"adidas ORIGINALS Slides adilette Sneaker 288022
https://t.co/upATr3VKJJ
Rp 600.000 https://t.co/qbOhOJBTe8",,ManypageApp
1622,Bee / produk elektronik or kebutuhan pria,,"adidas ORIGINALS Slides adilette Sneaker 288022
https://t.co/7OQ5duQOwg
Rp 600.000 https://t.co/kgCicMYfJd",,ManypageApp
1623,Kicks Resale 👟,Tweeting nothing but shoe sales. I receive a commission from my partners. DM for details.,Nike Air Max 90 Terrascape Crater Foam Black White  #ad #sneakerhead  https://t.co/8X6brixJd1,"['ad', 'sneakerhead']",kicksresale
